ID,Label,Name,ADDRESS,CITY,STATE,ZIP,NAICS,CustomerSince,EntityType,Products,EOL
35,SB_WF,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,325193,10-06-2006,Partnership,Deposits Market Rate Savings;Deposits Initiate Business Checking,|
36,SB_WF,UNIVERSITY OF CINCINNATI,2600 Clifton Ave.,Cincinnati,OH,45221,611310,16-01-2013,LLC,Business Line Of Credit;Deposits Navigate Business Checking;Business Elite Signature Card,|
37,SB_WF,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,311611,30-01-2012,LLP,Deposits Business Platinum Savings;Deposits Initiate Business Checking,|
38,SB_WF,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,311611,24-07-2012,Sole Proprietor,Business Platinum Credit Card;Deposits Initiate Business Checking,|
39,SB_WF,GENERAL ELECTRIC CO,41 Farnsworth Street,Boston,MA,2210,335313,23-06-2008,Corp S,Deposits Initiate Business Checking;Deposits Market Rate Savings;Deposits Initiate Business Checking,|
40,SB_WF,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,311611,27-06-2000,LLC,Deposits Initiate Business Checking;Business Line Of Credit;Deposits Market Rate Savings,|
41,SB_WF,GREIF INC,425 Winter Road,Delaware,OH,43015,322130,31-07-2017,LLC,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Market Rate Savings,|
42,SB_WF,LINDE GAS NORTH AMERICA LLC,10 Riverview Dr.,Danbury,CT,6810,325120,28-09-2006,Corp C,Deposits Navigate Business Checking,|
43,SB_WF,TYSON FOODS INC,2210 Oaklawn Drive,Springdale,AR,72762,311615,19-07-2011,LLC,Deposits Initiate Business CheckingDeposits Initiate Business Checking,|
44,SB_WF,COUNTY OF RIVERSIDE,4080 Lemon St,Riverside ,CA,92501,562212,02-01-2016,Sole Proprietor,Deposits Navigate Business Checking;Business Platinum Credit Card,|
45,SB_WF,USA ENERGY GROUP LLC,"100 N Sixth Avenue, Ste 300A",Minneapolis,MN,55403,562213,03-04-2010,Trust,Business Platinum Credit Card;Business Line Of Credit;Business Line Of Credit,|
46,SB_WF,TOWN OF ORLAND,25 School House Road,Orland,ME,4472,562213,31-08-2014,LLP,Deposits Business Platinum Savings;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
47,SB_WF,TOWN OF GREENBUSH,132 Military Road,Greenbush,ME,4418,562213,27-06-2006,Corp S,Deposits Initiate Business Checking;Business Platinum Credit Card,|
48,SB_WF,PERC HOLDINGS LLC,4250 Creekview Circle,Minnetrista,MN,55375,562213,22-01-2017,Corp C,Deposits Business Platinum Savings;Deposits Initiate Business Checking;Deposits Optimize Business Checking,|
49,SB_WF,TOWN OF ENFIELD,789 Hammett Road,Enfield,ME,04493-0429,562213,21-12-2013,Sole Proprietor,Business Elite Signature Card;Deposits Initiate Business Checking,|
50,SB_WF,PENOBSCOT COUNTY,97 Hammond St,Bangor,ME,4401,562213,16-01-2017,Corp C,Business Line Of Credit;Deposits Initiate Business Checking;Business Platinum Credit Card,|
51,SB_WF,TOWN OF HANCOCK,PO Box 68,Hancock,ME,4640,562213,03-04-2005,LLC,Deposits Initiate Business Checking,|
52,SB_WF,TOWN OF SEARSPORT,1 Union St,searsport,ME,4974,562213,30-12-2014,Corp S,Deposits Optimize Business Checking;Business Line Of Credit;Deposits Initiate Business Checking,|
53,SB_WF,TOWN OF HERMON,333 Billings Road,Hermon,ME,4401,562213,21-09-2016,LLC,Business Elite Signature Card;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
54,SB_WF,ALLISON TRANSMISSION HOLDINGS INC,One Allison Way,Indianapolis,IN,46222,336350,15-06-2002,Sole Proprietor,Business Elite Signature CardDeposits Market Rate Savings,|
55,SB_WF,BLACK HILLS CORP,7001 Mount Rushmore Road,Rapid City,SD,57702,221112,09-11-2001,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Market Rate Savings,|
56,SB_WF,MUNICIPAL ENERGY AGENCY OF NEBRASKA INC,8377 Glynoaks Dr,Lincoln,NE,68516,221112,28-06-2014,Sole Proprietor,Business Elite Signature Card,|
57,SB_WF,BLACK HILLS CORP,7001 Mount Rushmore Road,Rapid City,SD,57702,221112,24-10-2001,Corp S,Deposits Navigate Business Checking;Deposits Optimize Business Checking,|
58,SB_WF,MITSUBISHI CORP (AMERICAS),655 Third Avenue,New York,NY,10017,221112,08-08-2007,Sole Proprietor,Deposits Market Rate Savings;Deposits Optimize Business Checking,|
59,SB_WF,ONWARD ENERGY,767 Third Avenue 17th Floor,New York,NY,10017,221112,25-12-2014,Sole Proprietor,Deposits Initiate Business Checking;Business Line Of Credit;Deposits Initiate Business Checking,|
60,SB_WF,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,P.O. Box 52025,Phoenix,AZ,85072,221112,05-09-2001,LLP,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Market Rate Savings,|
61,SB_WF,TEXAS MEDICAL CENTER CENTRAL HEATING & COOLING SERVICES CORP,1615 Braeswood Blvd.,Houston,TX,77030,221330,01-12-2014,Corp C,Deposits Optimize Business Checking;Deposits Initiate Business Checking,|
62,SB_WF,CITY OF TALLAHASSEE,300 S. Adams Street,Tallahassee,FL,32301,221210,16-05-2015,LLC,Deposits Initiate Business Checking,|
63,SB_WF,MINERALS TECHNOLOGIES INC,622 Third Avenue,New York,NY,10017,327410,13-04-2008,Partnership,Deposits Market Rate Savings,|
64,SB_WF,KIOWA POWER PARTNERS LLC,14302 FNB Parkway,Omaha,NE,68154,221112,03-08-2000,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
65,SB_WF,TRI-STATE GENERATION & TRANSMISSION ASSOC INC,1100 W. 116th Avenue,Westminster,CO,80234,221112,21-03-2009,LLP,Deposits Optimize Business Checking;Business Elite Signature Card;Deposits Optimize Business Checking,|
66,SB_WF,TRI-STATE GENERATION & TRANSMISSION ASSOC INC,1100 W. 116th Avenue,Westminster,CO,80234,221112,26-01-2015,LLP,Deposits Business Platinum Savings,|
67,SB_WF,KOCH INDUSTRIES INC,4111 E 37th Street North,Wichita,KS,67220-3203,321219,01-09-2001,Sole Proprietor,Business Line Of CreditDeposits Initiate Business Checking,|
68,SB_WF,CHIEF INDUSTRIES INC,3942 W. Old Hwy 30,Grand Island,NE,68802,325193,11-04-2014,Sole Proprietor,Deposits Market Rate Savings;Business Platinum Credit Card;Deposits Initiate Business Checking,|
69,SB_WF,PLAINS GP HOLDINGS LP,19340 Beech Ave.,Shafter,CA,93263,211130,24-12-2015,LLC,Deposits Business Platinum Savings;Deposits Initiate Business Checking,|
70,SB_WF,INGOMAR PACKING CO,PO Box 1448,Los Banos,CA,93635,311421,03-02-2018,Sole Proprietor,Deposits Optimize Business Checking;Business Line Of Credit,|
71,SB_WF,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,1160 Nicole Court,Glendora,CA,91740-5386,221112,08-02-2008,Sole Proprietor,Business Line Of Credit;Deposits Initiate Business Checking,|
72,SB_WF,"LS Power Development, LLC","Two Tower Center, 11th Floor",East Brunswick,NJ,8816,221112,09-01-2009,Sole Proprietor,Business Elite Signature Card;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
73,SB_WF,MIDDLE RIVER POWER LLC,570 Lake Cook Road Suite 126,Deerfield,IL,60015,221112,15-03-2011,LLP,Business Elite Signature Card;Business Line Of Credit;Deposits Navigate Business Checking,|
74,SB_WF,VOLT PARENT LP,717 Texas Ave STe 1000,Houston,TX,77002,221112,22-02-2007,LLC,Deposits Initiate Business Checking;Deposits Navigate Business Checking,|
75,SB_WF,LOCKHEED MARTIN CORP,6801 Rockledge Dr,Bethesda ,MD,20817,336414,06-10-2005,LLC,Business Elite Signature Card;Business Elite Signature Card,|
76,SB_WF,CORINTH UTILITIES COMMISSION,305 W. Waldron St.,Corinth,MS,38834,221210,31-07-2004,LLC,Deposits Optimize Business CheckingDeposits Navigate Business Checking,|
77,SB_WF,WELLHEAD ELECTRIC CO,"650 Bercut Drive, Suite C",Sacramento,CA,95811,221112,15-07-2002,LLP,Deposits Navigate Business Checking;Deposits Navigate Business Checking;Deposits Initiate Business Checking,|
78,SB_WF,AVANGRID INC,1125 NW Couch Street,Portland,OR,97209,221112,15-03-2018,LLC,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Business Line Of Credit,|
79,SB_WF,REPUBLIC STEEL,3049 Lake Shore Rd,Blasdell,NY,14219,331110,20-05-2011,Corp C,Deposits Navigate Business Checking;Business Line Of Credit;Deposits Market Rate Savings,|
80,SB_WF,SOUTHERN ILLINOIS UNIVERSITY SYSTEM,1400 Douglas Drive,Carbondale,IL,62901,611310,05-07-2015,Corp S,Deposits Navigate Business Checking;Business Elite Signature Card,|
81,SB_WF,CITY OF GAINESVILLE,"P.O. Box 147117, A136",Gainesville,FL,32614-7117,221210,08-10-2012,LLP,Business Line Of Credit;Deposits Initiate Business Checking;Deposits Navigate Business Checking,|
82,SB_WF,SEMINOLE ELECTRIC COOPERATIVE INC,16313 North Dale Mabry Highway,Tampa,FL,33688,221112,21-09-2013,Sole Proprietor,Deposits Optimize Business Checking,|
83,SB_WF,OGLETHORPE POWER CORP,2100 East Exchange Place,Tucker,GA,30084,221112,10-10-2014,Trust,Deposits Optimize Business CheckingDeposits Business Platinum Savings,|
84,SB_WF,THE CHEMOURS CO,1007 MARKET STREET,Wilmington,DE,19898,325130,09-09-2007,LLP,Deposits Initiate Business Checking,|
85,SB_WF,DCO ENERGY LLC,100 Lenox Drive Suite 100,LAWRENCEVILLE,NJ,8648,221112,25-11-2008,Sole Proprietor,Deposits Market Rate Savings;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
86,SB_WF,ADVANSIX INC,"300 Kimball Drive, Suite 101",Parsippany,NJ,7054,325194,02-02-2004,Sole Proprietor,Deposits Navigate Business Checking;Business Line Of Credit;Business Platinum Credit Card,|
87,SB_WF,CITY OF GRAND PRAIRIE,P.O. Box 534045,Grand Prairie,TX,75053,562212,06-04-2011,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
88,SB_WF,CITY OF NORWICH CT,16 South Golden St,Norwich,CT,6360,221210,15-02-2009,Corp S,Deposits Navigate Business Checking;Deposits Navigate Business Checking,|
89,SB_WF,VICINITY ENERGY,"100 Franklin Street, 2nd Floor",Boston,MA,2127,221330,16-03-2012,Sole Proprietor,Deposits Business Platinum SavingsDeposits Initiate Business Checking,|
90,SB_WF,MOM HOLDING CO,260 Hudson River Road,Waterford,NY,12188,325211,01-07-2007,Sole Proprietor,Business Elite Signature Card;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
91,SB_WF,NATURAL GAS PROCESSING CO,101 Division Street,Worland,WY,82401,221210,12-09-2009,LLC,Deposits Initiate Business CheckingDeposits Market Rate Savings,|
92,SB_WF,RED OAK POWER HOLDINGS LLC,832 Red Oak Lane,Sayreville,NJ,8872,221112,21-11-2012,LLC,Deposits Optimize Business CheckingBusiness Line Of Credit,|
93,SB_WF,UNS ENERGY CORP,88 E. Broadway Blvd,Tucson,AZ,85701,221112,19-10-2010,Sole Proprietor,Deposits Market Rate Savings;Business Line Of Credit;Deposits Initiate Business Checking,|
94,SB_WF,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,P.O. Box 52025,Phoenix,AZ,85072,221112,22-03-2007,LLP,Deposits Navigate Business Checking;Business Elite Signature Card;Deposits Navigate Business Checking,|
95,SB_WF,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,221112,01-12-2011,LLC,Business Platinum Credit Card;Deposits Initiate Business Checking;Business Line Of Credit,|
96,SB_WF,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,324110,30-06-2001,LLP,Deposits Navigate Business Checking;Deposits Initiate Business Checking,|
97,SB_WF,KELSON ENERGY,8840 Stanford Blvd,Columbia,MD,21045,221112,30-08-2014,Corp S,Deposits Optimize Business Checking,|
98,SB_WF,TALEN ENERGY CORP,835 Hamilton St,Allentown,PA,18101,221112,08-12-2006,Sole Proprietor,Business Line Of Credit;Business Line Of Credit,|
99,SB_WF,NRG ENERGY INC,804 Carnegie Center,Princeton,NJ,8540,221112,01-02-2003,Sole Proprietor,Business Elite Signature Card,|
100,SB_WF,FORD MOTOR CO,One American Road,Dearborn,MI,48126,336111,26-07-2011,Sole Proprietor,Deposits Navigate Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
101,SB_WF,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,327213,08-03-2012,Sole Proprietor,Deposits Initiate Business Checking;Deposits Business Platinum Savings,|
102,SB_WF,LIGHTSTONE GENERATION LLC,500 Alexander Park Dr Suite 300,Princeton,NJ,8540,221112,06-12-2011,Corp C,Business Elite Signature Card;Deposits Market Rate Savings;Business Platinum Credit Card,|
103,SB_WF,DUKE ENERGY CORP,526 S CHURCH ST,CHARLOTTE,NC,28202,221112,13-05-2010,LLP,Deposits Market Rate Savings;Deposits Initiate Business Checking;Business Platinum Credit Card,|
104,SB_WF,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,221112,15-09-2016,LLC,Deposits Business Platinum SavingsDeposits Market Rate Savings,|
105,SB_WF,EDGEWATER GENERATION HOLDINGS LLC,591 West Putnam Avenue,Greenwich,CT,6830,221112,05-11-2000,Sole Proprietor,Deposits Navigate Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
106,SB_WF,SEMINOLE ELECTRIC COOPERATIVE INC,16313 North Dale Mabry Highway,Tampa,FL,33688,221112,11-11-2015,Sole Proprietor,Business Elite Signature Card;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
107,SB_WF,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,221112,01-04-2007,LLP,Business Platinum Credit Card;Deposits Initiate Business Checking,|
108,SB_WF,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,221112,02-03-2009,Sole Proprietor,Deposits Navigate Business Checking;Deposits Navigate Business Checking,|
109,SB_WF,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,221112,26-07-2005,Trust,Deposits Optimize Business Checking,|
110,SB_WF,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,221112,16-06-2008,Trust,Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
111,SB_WF,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,221112,07-01-2010,Sole Proprietor,Deposits Business Platinum SavingsDeposits Navigate Business Checking,|
112,SB_WF,Utah Municipal Power Agency,600 West 100 North,Spanich Fork,UT,84660,221112,11-05-2006,Sole Proprietor,Business Platinum Credit Card;Deposits Business Platinum Savings;Business Platinum Credit Card,|
113,SB_WF,OTTER TAIL CORP,215 South Cascade Street,Fergus Falls,MN,56537,221112,08-07-2014,Sole Proprietor,Deposits Initiate Business Checking,|
114,SB_WF,HOOSIER ENERGY REC INC,2501 South Cooperative Way,Bloomington,IN,47402-0908,221112,20-03-2004,Sole Proprietor,Deposits Initiate Business Checking;Business Platinum Credit Card;Deposits Optimize Business Checking,|
115,SB_WF,IDACORP INC,1221 W Idaho St,Boise,ID,83702,221112,05-10-2008,LLC,Business Platinum Credit Card;Deposits Initiate Business Checking,|
116,SB_WF,DELAWARE MUNICIPAL ELECTRIC COORPORATION,22 Artisan Drive,Smyrna,DE,19977,221112,23-03-2017,Trust,Deposits Market Rate Savings;Deposits Initiate Business Checking;Deposits Navigate Business Checking,|
117,SB_WF,VOLT PARENT LP,717 Texas AVe,Houston,TX,77002,221112,25-07-2014,Sole Proprietor,Deposits Market Rate Savings;Deposits Initiate Business Checking,|
118,SB_WF,VOLT PARENT LP,717 Texas Ave,Houston,TX,77002,221112,14-08-2007,Corp S,Deposits Optimize Business CheckingDeposits Initiate Business Checking,|
119,SB_WF,US STEEL CORP,600 Grant Street,Pittsburgh,PA,15219-2800,324199,17-09-2009,Sole Proprietor,Deposits Market Rate Savings,|
120,SB_WF,VOLT PARENT LP,"717 Texas Avenue, Suite 1000",Houston,TX,77002,221112,16-05-2010,Sole Proprietor,Business Platinum Credit Card;Deposits Optimize Business Checking;Deposits Initiate Business Checking,|
121,SB_WF,MITSUBISHI CORP (AMERICAS),655 Third Avenue,New York,NY,10017,221112,27-12-2012,Trust,Business Platinum Credit Card;Deposits Initiate Business Checking,|
122,SB_WF,AL SANDERSVILLE LLC,1600 Mills Lindsey School Road,Warthen,GA,31094,221112,01-06-2000,LLC,Deposits Initiate Business Checking;Deposits Market Rate Savings,|
123,SB_WF,MIDDLE RIVER POWER LLC,"570 Lake Cook Road, Suite 126",Deerfield,IL,60015,221112,01-05-2002,Sole Proprietor,Deposits Initiate Business Checking;Business Platinum Credit Card,|
124,SB_WF,MPH ROCKAWAY PEAKERS HOLDCO LLC,"4920 Elm Street, Suite 205",Bethesda,MD,20814,221112,22-08-2011,Sole Proprietor,Deposits Initiate Business CheckingDeposits Optimize Business Checking,|
125,SB_WF,NRG ENERGY INC,804 Carnegie Center,Princeton,NJ,8540,221112,09-11-2011,Corp S,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
126,SB_WF,VOLT PARENT LP,717 Texas Ave,Houston,TX,77002,221112,24-09-2015,Sole Proprietor,Deposits Optimize Business Checking;Deposits Initiate Business Checking,|
127,SB_WF,USG CORP,550 W Adams Street,Chicago,IL,60661,327420,17-03-2003,Sole Proprietor,Deposits Initiate Business Checking;Deposits Business Platinum Savings,|
128,SB_WF,"LS Power Development, LLC","Two Tower Center, 11th Floor",East Brunswick,NJ,8816,221112,19-05-2014,Sole Proprietor,Business Platinum Credit Card;Deposits Business Platinum Savings,|
129,SB_WF,ALLIANT ENERGY CORP,4902 N. Biltmore Lane,Madison,WI,53718,221112,12-11-2001,Partnership,Business Elite Signature Card;Deposits Initiate Business Checking,|
130,SB_WF,Adams-Columbia Electric Cooperative,P O Box 70401 East Lake Street,Friendship,WI,53934,221112,17-01-2015,LLP,Business Elite Signature Card;Deposits Optimize Business Checking,|
131,SB_WF,Rock Energy Cooperative,2815 Kennedy Road,Janesville,WI,53547,221112,17-01-2007,Corp S,Deposits Navigate Business Checking;Deposits Initiate Business Checking,|
132,SB_WF,Central Wisconsin Elec Cooperative,10401 Lystul Rd,Rosholt,WI,54473,221112,03-02-2017,Sole Proprietor,Deposits Optimize Business CheckingDeposits Initiate Business Checking,|
133,SB_WF,ST CROIX VALLEY NATURAL GAS CO INC,415 S. Second St.,River Falls,WI,54022,221210,21-03-2016,Partnership,Deposits Initiate Business CheckingDeposits Initiate Business Checking,|
134,SB_WF,LIGHTSTONE GENERATION LLC,500 Alexander Park Dr Suite 300,Princeton,NJ,8540,221112,13-01-2009,LLP,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Market Rate Savings,|
135,SB_WF,HOLLYFRONTIER CORP,600 Parsippany Road  Suite 100,Parsippany,NJ,7054,324199,19-07-2007,LLP,Deposits Navigate Business Checking;Deposits Initiate Business Checking;Deposits Business Platinum Savings,|
136,SB_WF,XCEL ENERGY INC,1800 Larimer 13th Floor c/o Environmental Services,Denver,CO,80202,221112,14-02-2016,LLP,Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
137,SB_WF,UNIVERSITY OF OKLAHOMA,660 Parrington Oval,Norman,OK,73019,611310,26-01-2000,Sole Proprietor,,|
138,SB_WF,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1440",Omaha,NE,68131,221112,13-02-2018,Partnership,Deposits Navigate Business Checking;Deposits Initiate Business Checking;Business Platinum Credit Card,|
139,SB_WF,NORTHEAST TEXAS ELECTRIC COOPERATIVE,"1127 Judson Road, Suite 249",Longview,TX,77601,221112,30-12-2004,Corp S,Deposits Business Platinum Savings;Business Elite Signature Card;Deposits Initiate Business Checking,|
140,SB_WF,EAST TEXAS ELECTRIC COOPERATIVE INC,P.O. Box 631623,Nacogdoches,TX,75963,221112,09-07-2018,Sole Proprietor,Business Line Of Credit;Deposits Navigate Business Checking;Deposits Initiate Business Checking,|
141,SB_WF,TALEN ENERGY CORP,"1780 Hughes Landing BLVD, Suite 800",The Woodlands,TX,77380,221112,28-12-2006,Corp C,Business Line Of Credit;Deposits Market Rate Savings;Deposits Initiate Business Checking,|
142,SB_WF,MITSUBISHI CORP (AMERICAS),655 Third Avenue,New York,NY,10017,221112,25-10-2012,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
143,SB_WF,"LS Power Development, LLC","Two Tower Center, 11th Floor",East Brunswick,NJ,8816,221112,07-12-2009,Partnership,Business Platinum Credit Card;Business Line Of Credit;Business Line Of Credit,|
144,SB_WF,ALLETE INC,30 West Superior Street,Duluth,MN,55802,221112,18-09-2009,LLC,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Business Elite Signature Card,|
